Video Path,Label,Avg Retina Distance Ratio,Total Blinks,Blink Rate (per min),Face Movement Ratio,Face Fake Movement,Avg Lip Movement Ratio,Lip Wrinkle Ratio
C:\Users\SAYAN\Desktop\deepfake_detection\real\id0_0000.mp4,Real,0.8952873110703521,16,32.868239839555606,1.368736812179611,No,0.0945427856105974,0.9231435399660566
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0000.mp4,Real,0.5823243251723008,2,9.801172024449045,0.9077062778397664,No,0.1608130886711606,0.9243129093301437
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0001.mp4,Real,1.0875121471136595,0,0.0,1.01873324636718,No,0.1985888595986809,1.0613747992445477
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0002.mp4,Real,0.8640115762308749,1,2.935257660937859,1.002336954539527,No,0.1099475866975982,0.9453630249236668
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0003.mp4,Real,0.8987882289195676,3,8.261139534881176,0.9641451555522405,No,0.1626296681140168,1.1764352935882194
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0004.mp4,Real,0.8211024901926046,3,5.417735416541251,1.0159430888154537,No,0.1616856367434704,1.0314034629805524
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0005.mp4,Real,0.9065130378955945,3,9.20092472511652,0.9348726591760906,No,0.187830873707491,0.9755293222469203
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0006.mp4,Real,0.9754532682357064,1,6.990068234053542,0.5505312315361133,Yes,0.2737559781959211,0.2171861213815346
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0007.mp4,Real,0.9601778907416224,5,9.562169346527128,1.4150290296035513,No,0.1230436685836044,1.0583913773705396
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0008.mp4,Real,0.8726215847854498,1,3.2519802347585363,1.2167578992620598,No,0.0610061782603873,0.9799979793876926
C:\Users\SAYAN\Desktop\deepfake_detection\real\id10_0009.mp4,Real,1.0505005187283567,2,3.5314651981921705,0.981658379551332,No,0.17169640166424,1.069634352037566
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0000.mp4,Real,0.7727511907647215,8,26.43162007856677,0.9661143562364471,No,0.1350248359525158,1.0022944580832724
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0001.mp4,Real,0.976351615909012,3,6.3486138401254175,0.9860576352616792,No,0.1740824465223211,1.164057380801658
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0002.mp4,Real,0.7907613999936834,9,23.99512453595292,0.9690197151702956,No,0.1291154396342036,0.917605579756357
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0003.mp4,Real,0.7965767400426998,9,26.61733594252287,1.0420909896369743,No,0.2020787073466158,0.996164159242474
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0004.mp4,Real,0.8975947661142843,4,10.75569098302461,0.9446612423835832,No,0.1667600455900862,1.0
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0005.mp4,Real,0.874019016713754,2,5.891547823047203,1.031042787716997,No,0.1299784206619451,1.1172626647610513
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0006.mp4,Real,1.242320213856505,5,20.51566834598062,0.992769932885148,No,0.1795106980270687,1.112349996724494
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0007.mp4,Real,1.4096121593352142,3,8.878982043662697,0.9929127527948028,No,0.1706249603351839,1.2700619374033553
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0008.mp4,Real,1.584268650607115,6,21.0375129249194,0.8570326582818135,No,0.1860023577151049,0.6965260331469925
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0009.mp4,Real,0.8751749701833268,5,15.870461819290313,1.0907049795202086,No,0.1390826321484925,0.9686605916946932
C:\Users\SAYAN\Desktop\deepfake_detection\real\id11_0010.mp4,Real,0.9400260959757456,8,31.03625716844001,0.9788302960110716,No,0.1651905507374095,0.9115926044161748
C:\Users\SAYAN\Desktop\deepfake_detection\real\id12_0000.mp4,Real,1.0733262095778735,6,21.050140520666314,4.399325557250936,Yes,0.0095991987268394,1.0132604959136546
C:\Users\SAYAN\Desktop\deepfake_detection\real\id12_0001.mp4,Real,0.9866699226183118,12,35.770555850290854,1.22881119623417,No,0.0864774125824092,0.9336388037829207
C:\Users\SAYAN\Desktop\deepfake_detection\real\id12_0002.mp4,Real,1.0274448515997276,1,3.519626403995099,0.6730456003493005,No,0.1711037956222869,0.9511173836370816
C:\Users\SAYAN\Desktop\deepfake_detection\real\id12_0003.mp4,Real,0.5800637394828679,0,0.0,inf,Yes,0.0112896958271992,0.9328409873565312
C:\Users\SAYAN\Desktop\deepfake_detection\real\id12_0004.mp4,Real,1.2600469223086663,3,16.552480035889612,1.0863439842126088,No,0.0859631088503915,0.980813565060239
C:\Users\SAYAN\Desktop\deepfake_detection\real\id12_0005.mp4,Real,1.0351984685112627,7,41.80356539004507,1.0917936010170963,No,0.1243307216620206,1.0675987330961414
C:\Users\SAYAN\Desktop\deepfake_detection\real\id12_0006.mp4,Real,1.0063619628482516,1,5.982747144743317,0.9193831956449964,No,0.2287825487057714,1.0413666234542205
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0000.mp4,Real,1.1123029891452456,4,23.11117311031192,0.9179403069726256,No,0.1354042420768391,1.0902481248004197
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0001.mp4,Real,1.0970968245763324,3,16.178902219369686,1.063302042419127,No,0.1534925456242499,1.046900186264192
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0002.mp4,Real,1.0558638517671524,7,32.83310739236539,1.1086628779134682,No,0.1506517822463023,1.139393338537116
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0003.mp4,Real,0.9859126779668324,4,13.23096934391722,0.982807716705948,No,0.1368560338308932,0.9550170271382044
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0004.mp4,Real,1.208375853424822,6,22.75087510555215,1.0117270955468596,No,0.1863527527823942,1.0489696221188496
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0005.mp4,Real,1.2829340543824006,3,14.15016121602948,0.956967788827094,No,0.1439511135787238,0.9340521926912814
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0006.mp4,Real,0.9205484333718976,7,22.141476682245905,1.779694594312602,Yes,0.233251118827648,1.0860764447292006
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0007.mp4,Real,0.8692090086376937,4,9.796784972905176,1.0387132014378428,No,0.1302686284245501,1.0356424117654308
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0008.mp4,Real,0.8111501771210032,8,32.83372891418947,0.9714858447110988,No,0.1525061460181169,1.0265197525149057
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0009.mp4,Real,1.1567335570464472,3,13.04160255050465,1.0014752973988597,No,0.1356024569779233,1.0369872061667031
C:\Users\SAYAN\Desktop\deepfake_detection\real\id13_0010.mp4,Real,1.0353495968740944,8,44.19751471102068,0.990751325593547,No,0.1295115855266644,1.1048543456039803
C:\Users\User\Desktop\Deepfake_detection\real\id0_0000.mp4,Real,0.8952873110703521,16,48.33741658125104,1.368736812179611,No,0.0945427856105974,0.9231435399660566
C:\Users\User\Desktop\Deepfake_detection\real\id10_0000.mp4,Real,0.5823243251723008,2,13.514088076212127,0.9077062778397664,No,0.1608130886711606,0.9243129093301437
C:\Users\User\Desktop\Deepfake_detection\real\id10_0001.mp4,Real,1.0875121471136595,0,0.0,1.01873324636718,No,0.1985888595986809,1.0613747992445477
C:\Users\User\Desktop\Deepfake_detection\real\id10_0002.mp4,Real,0.8640115762308749,1,4.503953344687494,1.002336954539527,No,0.1099475866975982,0.9453630249236668
C:\Users\User\Desktop\Deepfake_detection\real\id10_0003.mp4,Real,0.8987882289195676,3,12.49657090060969,0.9641451555522405,No,0.1626296681140168,1.1764352935882194
C:\Users\User\Desktop\Deepfake_detection\real\id10_0004.mp4,Real,0.8211024901926046,3,8.2035454933232,1.0159430888154537,No,0.1616856367434704,1.0314034629805524
C:\Users\User\Desktop\Deepfake_detection\real\id10_0005.mp4,Real,0.9065130378955945,3,14.072634523419772,0.9348726591760906,No,0.187830873707491,0.9755293222469203
C:\Users\User\Desktop\Deepfake_detection\real\id10_0006.mp4,Real,0.9754532682357064,1,9.979068632252137,0.5505312315361133,Yes,0.2737559781959211,0.2171861213815346
C:\Users\User\Desktop\Deepfake_detection\real\id10_0007.mp4,Real,0.9601778907416224,5,12.95818719141125,1.4150290296035513,No,0.1230436685836044,1.0583913773705396
C:\Users\User\Desktop\Deepfake_detection\real\id10_0008.mp4,Real,0.8726215847854498,1,4.197530151715773,1.2167578992620598,No,0.0610061782603873,0.9799979793876926
C:\Users\User\Desktop\Deepfake_detection\real\id10_0009.mp4,Real,1.0505005187283567,2,4.872560810384981,0.981658379551332,No,0.17169640166424,1.069634352037566
C:\Users\User\Desktop\Deepfake_detection\real\id11_0000.mp4,Real,0.7727511907647215,8,35.84644726636255,0.9661143562364471,No,0.1350248359525158,1.0022944580832724
C:\Users\User\Desktop\Deepfake_detection\real\id11_0001.mp4,Real,0.976351615909012,3,9.300895307058274,0.9860576352616792,No,0.1740824465223211,1.164057380801658
C:\Users\User\Desktop\Deepfake_detection\real\id11_0002.mp4,Real,0.7907613999936834,9,35.06039979141382,0.9690197151702956,No,0.1291154396342036,0.917605579756357
C:\Users\User\Desktop\Deepfake_detection\real\id11_0003.mp4,Real,0.7965767400426998,9,38.927940525602544,1.0420909896369743,No,0.2020787073466158,0.996164159242474
C:\Users\User\Desktop\Deepfake_detection\real\id11_0004.mp4,Real,0.8975947661142843,4,15.670017973074664,0.9446612423835832,No,0.1667600455900862,1.0
C:\Users\User\Desktop\Deepfake_detection\real\id11_0005.mp4,Real,0.874019016713754,2,8.23010939833166,1.031042787716997,No,0.1299784206619451,1.1172626647610513
C:\Users\User\Desktop\Deepfake_detection\real\id11_0006.mp4,Real,1.242320213856505,5,21.92439284618942,0.992769932885148,No,0.1795106980270687,1.112349996724494
C:\Users\User\Desktop\Deepfake_detection\real\id11_0007.mp4,Real,1.4096121593352142,3,12.978000624099428,0.9929127527948028,No,0.1706249603351839,1.2700619374033553
C:\Users\User\Desktop\Deepfake_detection\real\id11_0008.mp4,Real,1.584268650607115,6,29.694831728601702,0.8570326582818135,No,0.1860023577151049,0.6965260331469925
C:\Users\User\Desktop\Deepfake_detection\real\id11_0009.mp4,Real,0.8751749701833268,5,19.65332405977757,1.0907049795202086,No,0.1390826321484925,0.9686605916946932
C:\Users\User\Desktop\Deepfake_detection\real\id11_0010.mp4,Real,0.9400260959757456,8,38.96171324208414,0.9788302960110716,No,0.1651905507374095,0.9115926044161748
C:\Users\User\Desktop\Deepfake_detection\real\id12_0000.mp4,Real,1.0733262095778735,6,25.333203430606417,4.399325557250936,Yes,0.0095991987268394,1.0132604959136546
C:\Users\User\Desktop\Deepfake_detection\real\id12_0001.mp4,Real,0.9866699226183118,12,48.11002640787237,1.22881119623417,No,0.0864774125824092,0.9336388037829207
C:\Users\User\Desktop\Deepfake_detection\real\id12_0002.mp4,Real,1.0274448515997276,1,4.329553105481682,0.6730456003493005,No,0.1711037956222869,0.9511173836370816
C:\Users\User\Desktop\Deepfake_detection\real\id12_0003.mp4,Real,0.5800637394828679,0,0.0,inf,Yes,0.0112896958271992,0.6040610117217904
C:\Users\User\Desktop\Deepfake_detection\real\id12_0004.mp4,Real,1.2600469223086663,3,13.788193616389528,1.0863439842126088,No,0.0859631088503915,0.980813565060239
C:\Users\User\Desktop\Deepfake_detection\real\id12_0005.mp4,Real,1.0351984685112627,7,35.81107471766427,1.0917936010170963,No,0.1243307216620206,1.0675987330961414
C:\Users\User\Desktop\Deepfake_detection\real\id12_0006.mp4,Real,1.0063619628482516,1,4.569439691008863,0.9193831956449964,No,0.2287825487057714,1.0413666234542205
C:\Users\User\Desktop\Deepfake_detection\real\id13_0000.mp4,Real,1.1123029891452456,4,16.937989704475918,0.9179403069726256,No,0.1354042420768391,1.0902481248004197
C:\Users\User\Desktop\Deepfake_detection\real\id13_0001.mp4,Real,1.0970968245763324,3,12.020838048286793,1.063302042419127,No,0.1534925456242499,1.046900186264192
C:\Users\User\Desktop\Deepfake_detection\real\id13_0002.mp4,Real,1.0558638517671524,7,24.97599962366029,1.1086628779134682,No,0.1506517822463023,1.139393338537116
C:\Users\User\Desktop\Deepfake_detection\real\id13_0003.mp4,Real,0.9859126779668324,4,16.527913633658752,0.982807716705948,No,0.1368560338308932,0.9550170271382044
C:\Users\User\Desktop\Deepfake_detection\real\id13_0004.mp4,Real,1.208375853424822,6,27.462750805604028,1.0117270955468596,No,0.1863527527823942,1.0489696221188496
C:\Users\User\Desktop\Deepfake_detection\real\id13_0005.mp4,Real,1.2829340543824006,3,15.83636057424692,0.956967788827094,No,0.1439511135787238,0.9340521926912814
C:\Users\User\Desktop\Deepfake_detection\real\id13_0006.mp4,Real,0.9205484333718976,7,29.489022057997,1.779694594312602,Yes,0.233251118827648,1.0860764447292006
C:\Users\User\Desktop\Deepfake_detection\real\id13_0007.mp4,Real,0.8692090086376937,4,14.679625690842911,1.0387132014378428,No,0.1302686284245501,1.0356424117654308
C:\Users\User\Desktop\Deepfake_detection\real\id13_0008.mp4,Real,0.8111501771210032,8,30.789700598165016,0.9714858447110988,No,0.1525061460181169,1.0265197525149057
C:\Users\User\Desktop\Deepfake_detection\real\id13_0009.mp4,Real,1.1567335570464472,3,12.44049097852121,1.0014752973988597,No,0.1356024569779233,1.0369872061667031
C:\Users\User\Desktop\Deepfake_detection\real\id13_0010.mp4,Real,1.0353495968740944,8,42.10777878930463,0.990751325593547,No,0.1295115855266644,1.1048543456039803
C:\Users\User\Desktop\Deepfake_detection\real\id13_0011.mp4,Real,1.0961633932581272,7,21.87103451106569,1.1876634967060469,No,0.1486107599387466,0.9729088981697775
C:\Users\User\Desktop\Deepfake_detection\real\id13_0012.mp4,Real,1.006839290026377,1,2.8458285731487263,0.9835267670276086,No,0.1480185823908832,1.0314034629805524
C:\Users\User\Desktop\Deepfake_detection\real\id13_0013.mp4,Real,1.1446234166231652,11,34.40820979119077,1.0033785485409588,No,0.1762311221504044,1.046433287139887
C:\Users\User\Desktop\Deepfake_detection\real\id13_0014.mp4,Real,1.136161244344918,4,14.798535836761,0.910006180779592,No,0.1205147860221065,0.9012626521891643
